								Alta Langa  DOP,114
								Amarone della Valpolicella DOP,117
								Bagnoli Friularo / Friularo di Bagnoli DOP,130
								Asti DOP,143
								Barbera dAsti DOP,144
								Barbaresco DOP,198
								Barolo DOP,200
								Brunello di Montalcino DOP,202
								Cannellino di Frascati DOP,203
								Carmignano DOP,216
								Castel del Monte Bombino Nero DOP,217
								Castel del Monte Nero di Troia DOP,218
								Castel del Monte Rosso Riserva DOP,220
								Cesanese del Piglio / Piglio DOP,221
								Colli Bolognesi Classico Pignoletto  DOP,227
								Colli Euganei Fior d\92Arancio / Fior dArancio Colli Euganei DOP,228
								Dogliani DOP,230
								Dolcetto di Diano d\92Alba / Diano d\92Alba DOP,231
								Dolcetto di Ovada Superiore / Ovada DOP,232
								Aleatico Passito dellElba / Elba Aleatico Passito DOP,233
								Cacce mmitte di Lucera DOP,365
								Cagliari DOP,372
								Calosso DOP,373
								Campi Flegrei DOP,376
								Campidano di Terralba / Terralba DOP,377
								Cannonau di Sardegna DOP,382
								Capri DOP,385
								Rubino di Cantavenna DOP,386
								Salaparuta DOP,389
								Salice Salentino DOP,392
								Sambuca di Sicilia DOP,395
								Carema DOP,419
								Casavecchia di Pontelatone DOP,422
								Casteggio DOP,425
								Castelli Romani DOP,427
								Fiano di Avellino DOP,430
								Franciacorta DOP,431
								Frascati Superiore DOP,432
								Gattinara DOP,434
								Cortese di Gavi / Gavi DOP,436
								Ghemme DOP,437
								Greco di Tufo DOP,439
								Montecucco Sangiovese DOP,442
								Montefalco Sagrantino DOP,443
								Morellino di Scansano  DOP,447
								Offida DOP,476
								Ramandolo DOP,477
								Recioto di Gambellara DOP,478
								Romagna Albana DOP,479
								Rosazzo DOP,480
								Scanzo / Moscato di Scanzo DOP,482
								Sforzato di Valtellina / Sfursat di Valtellina DOP,483
								Suvereto DOP,484
								Torgiano Rosso Riserva DOP,485
								Rosso della Val di Cornia / Val di Cornia Rosso DOP,486
								Valtellina Superiore DOP,488
								Verdicchio di Matelica Riserva DOP,489
								Vernaccia di San Gimignano DOP,490
								Vernaccia di Serrapetrona DOP,491
								Rosso Piceno / Piceno DOP,552
								San Colombano / San Colombano al Lambro DOP,553
								San Severo DOP,554
								San Torp\e8 DOP,555
								Sangue di Giuda / Sangue di Giuda dellOltrep\f2 Pavese DOP,556
								Sannio DOP,557
								Santa Margherita di Belice DOP,558
								S. Anna di Isola Capo Rizzuto DOP,559
								Savuto DOP,560
								Scavigna DOP,561
								Sciacca DOP,562
								Serrapetrona DOP,563
								Casteller DOP,568
								Montello / Montello Rosso DOP,569
								Oltrep\f2 Pavese DOP,573
								Primitivo di Manduria Dolce Naturale DOP,577
								Recioto della Valpolicella DOP,578
								Recioto di Soave DOP,579
								Roero DOP,580
								Soave Superiore DOP,582
								Taurasi DOP,583
								Vermentino di Gallura DOP,584
								Canavese DOP,601
								Abruzzo DOP,621
								Aglianico del Vulture DOP,624
								Albugnano DOP,625
								Candia dei Colli Apuani DOP,626
								Capalbio DOP,627
								Capriano del Colle DOP,628
								Alba DOP,629
								Cellatica DOP,631
								Affile / Cesanese di Affile DOP,632
